date,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,natural gas price,Alternative Energy,Consumer Confidence,Energy Policy,Gas Demand,Gas Technology,Gas Trade,GDP Growth,Information Spread,LNG Supply,Market Sentiment,Natural Disasters,Seasonal Demand,X_0
2019/4/1,116.65,63.86,2.036,79.25,2945.83,2925844,2212386,3315270,206559,5926851,18.3,4.9,161,22,20,15,19,20,30,24,41,62,25,15,32,21,31,2.65
2019/5/1,114.94,60.83,2.006,106.47,2752.06,3046445,2133985,3424018,207651,6403000,21.6,8.95,88,71,19,15,17,21,27,24,40,55,24,21,31,23,23,2.64
2019/6/1,104.39,54.66,1.82,106.59,2941.76,2956304,2119341,3299794,201163,6835476,27.3,13.46,19,126,23,11,16,17,27,23,40,48,17,26,35,20,20,2.4
2019/7/1,106.29,57.35,1.888,93.52,2980.38,3071698,2393904,3395984,230407,7088570,30.6,16.74,3,207,27,9,14,16,25,21,39,49,16,16,29,17,20,2.37
2019/8/1,95.41,54.81,1.795,103.4,2926.46,3146384,2433924,3448106,220076,7374445,30.2,16.18,6,186,29,10,19,15,23,22,33,66,14,15,36,17,16,2.22
2019/9/1,94.13,56.95,1.919,90.37,2976.74,3056535,2206252,3396571,208286,7793013,27,13.48,23,134,32,12,20,21,33,24,40,100,26,17,36,24,36,2.56
2019/10/1,101.83,53.96,1.92,97.84,3037.56,3186150,2306544,3551970,210537,8140781,17.9,4.38,142,41,33,13,21,21,36,25,44,72,28,17,33,23,35,2.33
2019/11/1,109.96,57.03,1.915,73.08,3140.98,3133926,2783754,3509293,223765,7990012,11.3,-1.17,329,8,38,12,19,21,32,24,41,71,27,17,34,23,30,2.65
2019/12/1,114.81,59.88,1.966,74.28,3230.78,3234746,3170717,3622512,256053,7567872,7.8,-2.9,399,7,41,12,14,17,27,22,36,73,23,12,29,18,21,2.22
2020/1/1,119.18,57.52,1.829,138.42,3225.52,3257533,3327245,3598402,262080,6996576,7.2,-3.32,412,8,41,13,16,20,32,25,40,72,25,19,31,26,25,2.02
2020/2/1,114.74,50.54,1.589,75.96,2954.22,2992845,3062299,3366311,238328,6460075,8.4,-3.77,364,6,43,14,18,20,40,31,40,82,39,16,39,24,34,1.91
2020/3/1,101.16,29.21,1.156,81.54,2584.59,3192036,2725503,3579884,213231,6408672,13.7,1.91,270,23,38,11,24,17,33,24,35,62,54,16,55,22,33,1.79
2020/4/1,87.55,16.55,0.852,69.34,2912.43,3076174,2263569,3375996,190049,6716451,17.6,3.4,201,23,39,12,27,17,37,24,38,65,57,14,55,21,41,1.74
2020/5/1,80.47,28.56,0.843,68.51,3044.31,2942912,2076671,3290613,186518,7164234,23,9.11,87,58,33,13,23,17,36,24,37,59,51,14,52,19,31,1.75
2020/6/1,81.57,38.31,1.073,71.23,3100.29,2927068,2134224,3220917,187478,7522519,28.4,14.17,14,136,33,9,18,16,32,21,37,50,36,14,51,16,31,1.63
2020/7/1,78.36,40.71,1.187,66.47,3271.12,3026780,2468300,3386520,210419,7683812,31.3,17.16,2,221,32,9,16,15,27,22,36,44,29,11,50,13,24,1.77
2020/8/1,79.45,42.34,1.18,65.47,3500.31,3027588,2404283,3368303,211352,7911918,31,16.42,4,198,33,9,15,15,26,21,36,54,35,16,44,17,29,2.3
2020/9/1,81.86,39.63,1.069,80.38,3363,2957168,2156948,3274179,174225,8228769,26,11.66,32,99,34,12,17,20,41,25,42,92,58,26,50,23,48,1.92
2020/10/1,87.05,39.4,1.099,76.08,3269.96,3004869,2320505,3381515,199306,8321354,19.4,5.33,138,44,33,13,17,18,42,24,40,66,72,17,47,21,58,2.39
2020/11/1,98.94,40.94,1.16,70.07,3621.63,2998371,2446546,3371220,211570,8325457,14.6,1.28,235,17,29,13,15,17,34,24,39,52,55,18,40,18,48,2.61
2020/12/1,127.84,47.02,1.366,64.07,3756.07,3117483,3188152,3516066,266618,7735441,8.1,-3.99,419,3,31,12,12,17,34,22,36,41,49,17,47,15,45,2.59
2021/1/1,135,52,1.477,77.42,3714.24,3105581,3335219,3504128,284065,7029355,6.7,-3.78,449,4,29,13,10,16,33,23,38,45,43,15,49,17,38,2.71
2021/2/1,133.71,59.04,1.67,73.96,3811.15,2597230,3095717,2938642,271877,6247914,4.9,-6.44,443,6,45,12,13,18,45,27,43,50,48,20,55,20,40,5.35
2021/3/1,141.68,62.33,1.704,78.62,3972.89,3136068,2640102,3509749,238724,6188885,14.4,0.64,283,15,31,14,16,18,41,26,45,51,54,15,54,20,43,2.62
2021/4/1,141.59,61.72,1.704,88.17,4181.17,3058663,2271622,3428387,208369,6354456,18.3,3.8,172,19,26,13,16,18,30,27,42,48,59,14,53,17,53,2.66
2021/5/1,156.4,65.17,1.834,93.01,4204.11,3158085,2116420,3524820,204890,6771262,22.7,8.78,84,54,27,14,14,19,37,26,47,50,61,11,54,19,42,2.91
2021/6/1,183.89,71.38,1.911,74.13,4297.5,3045264,2242031,3389749,207859,7019066,29.8,15.32,7,152,31,11,17,15,29,25,38,43,54,16,48,16,36,3.26
2021/7/1,205.25,72.49,1.947,58.42,4395.26,3176507,2417590,3508680,227779,7188708,30.9,17.33,2,192,30,9,11,14,29,24,36,34,33,13,48,14,27,3.84
2021/8/1,231.34,67.73,1.878,89.49,4522.68,3185920,2436266,3534922,220959,7352117,30.2,16.46,3,198,33,9,11,14,26,21,38,36,33,17,45,16,33,4.07
2021/9/1,260.61,71.65,2.053,80.7,4307.54,3104078,2138211,3440723,220206,7742741,27.3,12.49,22,110,54,12,14,18,43,26,45,48,59,20,42,21,44,5.16
2021/10/1,338.06,81.48,2.382,79.03,4605.38,3258481,2259328,3612938,228203,8103211,20.3,7.43,100,46,68,12,17,19,50,24,47,48,67,21,53,22,61,5.51
2021/11/1,235.57,79.15,2.253,86.57,4567,3188958,2684978,3564460,242405,7971480,13.8,0.71,284,9,42,12,15,19,40,23,48,43,63,19,58,19,53,5.05
2021/12/1,236.18,71.71,2.118,105.35,4766.18,3323025,3008222,3719546,252626,7647859,10,-1.81,344,13,44,11,11,15,30,21,41,36,52,18,52,18,39,3.76
2022/1/1,300.83,83.22,2.481,138.67,4515.55,3201112,3582058,3593563,296248,6653298,6.061111111,-6.977777778,511,4,44,13,14,21,43,28,53,53,64,26,76,25,49,4.38
2022/2/1,357.95,91.64,2.737,216.16,4373.94,2918981,3052434,3270055,257977,5996508,7.922222222,-6.088888889,398,6,69,16,18,24,62,34,66,66,89,33,72,29,61,4.69
2022/3/1,505.28,108.5,3.635,318.95,4530.41,3284763,2781768,3665056,259499,5835467,13.75,-0.327777778,293,14,81,22,25,26,72,38,89,68,84,49,81,30,69,4.9
2022/4/1,470.78,101.78,3.952,191.14,4131.93,3210082,2358188,3578937,244998,6051522,17.36111111,3.377777778,191,26,60,22,27,28,60,36,66,72,94,31,74,28,64,6.6
2022/5/1,550.86,109.55,4.497,142.26,4132.15,3319380,2240224,3682519,230899,6443525,23.58888889,9.65,68,81,55,20,22,26,52,34,61,63,89,26,92,28,60,8.14
2022/6/1,559.39,114.84,4.246,130.71,3785.38,3221895,2317094,3554842,228882,6767938,28.72777778,14.35,14,148,60,14,27,23,54,31,60,55,66,18,78,22,42,7.7
2022/7/1,564.49,101.62,3.552,117.18,4130.29,3355846,2589602,3716069,257197,6949518,31.78888889,17.52777778,2,218,61,10,26,20,38,25,54,52,41,26,64,15,39,7.28
2022/8/1,577.58,93.67,3.437,132.86,3955,3377619,2566702,3715517,235884,7155194,30.51111111,16.8,3,198,69,11,18,20,41,24,51,49,43,33,61,17,26,8.81
2022/9/1,559.89,84.26,3.257,131.99,3585.62,3319341,2293531,3658031,233927,7590490,27.33888889,12.68888889,24,111,80,13,21,23,59,30,55,59,80,32,66,28,54,7.88
2022/10/1,483.84,87.55,4.163,143.16,3871.98,3423890,2362424,3799767,239507,8012493,20.32222222,5.45,144,29,74,13,22,23,57,29,56,65,82,28,59,28,65,5.66
2022/11/1,417.45,84.37,3.821,116.72,4080.11,3317599,2768946,3703209,246184,7943489,11.06111111,-1.111111111,286,12,61,15,22,25,49,31,52,58,78,27,64,26,66,5.45
2022/12/1,465.72,76.44,2.937,111.2,3839.5,3378949,3378941,3763363,292940,7376032,5.877777778,-4.638888889,437,5,72,12,18,22,48,26,47,48,65,24,58,19,59,5.53
2023/1/1,414.45,78.12,3.085,104.27,4076.6,3446816,3322752,3839714,275230,6921540,6.872222222,-3.45,400,8,97,14,17,23,56,29,56,54,68,23,64,25,50,3.27
2023/2/1,283.78,76.83,2.645,120.99,3970.15,3105273,2964535,3459166,243931,6522873,8.677777778,-3.861111111,348,10,100,16,22,26,60,33,60,64,87,23,71,33,64,2.38
2023/3/1,242.69,73.28,2.571,105.38,4109.31,3486246,3026453,3859161,249519,6299730,10.8,-1.322222222,328,16,74,19,24,24,52,36,57,62,90,18,66,28,62,2.31
2023/4/1,242.2,79.45,2.424,106.81,4169.48,3343907,2428299,3718823,220387,6568637,17.87777778,3.55,166,23,60,15,23,25,58,30,53,54,82,18,59,23,52,2.16
2023/5/1,212.4,71.58,2.181,108.47,4179.83,3495761,2320224,3871172,216145,7042119,23.92222222,9.811111111,81,59,60,16,22,23,43,30,52,54,100,19,64,25,58,2.15
2023/6/1,176.46,70.25,2.278,110.53,4450.38,3370699,2369141,3726179,231555,7365395,27.53888889,13.56111111,24,114,62,12,16,22,35,26,47,53,54,21,67,20,44,2.18
2023/7/1,173.83,76.07,2.498,107.45,4588.96,3490469,2672427,3821355,256093,7500112,31.48888889,16.98888889,2,215,52,9,16,19,32,24,46,58,36,19,65,14,33,2.55
2023/8/1,197.23,81.39,2.939,101.14,4507.66,3514820,2678693,3831593,246435,7631692,30.51111111,16.55,5,192,55,11,18,20,32,25,45,51,41,25,71,18,29,2.58
2023/9/1,217.24,89.43,3.168,98.63,4288.05,3405470,2381571,3743533,230008,7952495,26.91111111,12.78888889,25,111,53,12,23,24,49,31,51,62,79,21,73,25,60,2.64
2023/10/1,208.03,85.64,3.002,197.89,4193.8,3514879,2446479,3889750,230969,8272556,20.05,6.638888889,115,39,62,12,19,22,50,30,53,69,86,28,75,25,73,2.98
2023/11/1,181.48,77.69,2.811,156.7,4567.8,3450139,2831179,3822485,251042,8206285,13.13888889,0.438888889,282,10,58,14,22,25,46,29,51,60,79,23,78,23,71,2.71
2023/12/1,183.91,71.9,2.54,142.28,4769.83,3565133,3177664,3967918,276860,7925423,9.85,-1.222222222,348,5,62,12,17,22,38,31,52,57,67,14,77,18,54,2.52
2024/1/1,173.56,74.15,2.59,159.75,4845.65,3478424,3706828,3871729,322997,7079043,5.027777778,-5.15,470,4,69,12,18,23,47,32,56,59,69,26,81,22,46,3.18
2024/2/1,163.51,77.25,2.703,146.5,5096.27,3347813,2974228,3723104,258290,6817531,11.07222222,-1.277777778,322,6,72,14,27,26,61,36,62,82,97,32,91,24,77,1.72
2024/3/1,174.32,81.28,2.601,133.02,5254.35,3486197,2801396,3880213,243413,6772962,13.55,0.85,274,16,44,14,26,27,54,34,59,70,90,19,88,21,70,1.49
2024/4/1,180.73,85.35,2.536,163.74,5035.69,3351969,2398137,3716254,221912,7029582,18.92222222,5.122222222,157,24,43,16,26,30,52,35,56,67,99,29,87,24,85,1.6
2024/5/1,189.37,80.02,2.345,130.41,5277.51,3461412,2335657,3834338,238470,7392614,23.67777778,9.938888889,63,85,42,14,24,28,41,33,54,64,88,21,78,24,59,2.12
2024/6/1,185.92,79.77,2.351,112.54,5460.48,3385539,2432767,3731414,246747,7646174,29.2,15,11,161,37,10,21,26,39,27,46,55,59,26,72,17,47,2.54
2024/7/1,185.61,81.8,2.351,91.88,5522.3,3535900,2747462,3889585,271444,7766118,31.32777778,17.2,2,215,38,9,16,24,37,25,44,50,47,25,76,13,49,2.07
2024/8/1,197.07,76.68,2.163,140.3,5648.4,3507813,2720488,3849811,260891,7847574,30.38888889,16.26111111,5,188,39,10,18,23,35,27,47,50,58,18,88,17,39,1.99
2024/9/1,189.13,70.24,1.693,130.16,5762.48,3363224,2426577,3705547,246564,8098120,27.68888889,12.97777778,21,114,40,12,28,28,56,32,55,61,94,28,78,25,83,2.28
2024/10/1,194.93,71.99,1.905,130.66,5705.45,3513254,2435592,3891982,253967,8427279,22.85,7.122222222,104,52,40,12,24,31,51,33,58,63,98,27,96,33,100,2.2
